duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,num_failed_logins,logged_in,root_shell,su_attempted,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,class
0.0,0.5,0.3384615384615385,0.9,3.169892129744859e-05,0.0014483309116533735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.10196078431372549,0.0,0.04,0.02,1
0.0,1.0,0.16923076923076924,0.9,6.0006188464305966e-06,2.7867508122501668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13137254901960785,0.03,0.0,1.0,0.01,0.0,0.0,1
0.0,1.0,0.7076923076923077,0.9,1.3697064758156797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00196078431372549,0.0,0.0,1.0,0.01,0.01,0.0,1
0.0,0.5,0.2923076923076923,0.9,7.39641496940467e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,1.0,0.0,0.0784313725490196,0.15,0.05,0.03,1
0.0,0.5,0.3384615384615385,0.9,3.287295541957631e-05,0.00031726086170232666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,1.0,0.16078431372549018,0.05,0.02,0.0,1
0.0,0.5,0.3384615384615385,0.9,2.8568163638441317e-05,0.0037628931072544386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.011764705882352941,0.0,0.29,0.00784313725490196,0.0,0.5,0.04,1
0.0,0.5,0.2923076923076923,0.9,2.5046061272058144e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.57,0.0,1
0.0,0.5,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392156862745098,0.0196078431372549,0.07,0.0,1.0,0.09,0.0,0.0,0
0.0,1.0,0.16923076923076924,0.9,5.870170610638627e-06,1.5005581296731668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16862745098039217,0.0,0.02,1.0,0.01,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,2.9350853053193136e-05,0.000135050231670585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,1.0,0.0,0.0,0.0,1
0.00020249576024501987,0.5,0.7846153846153847,0.9,0.0002282844126359466,7.152010825844834e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01568627450980392,0.0,0.25,0.02,1
0.0,1.0,0.16923076923076924,0.9,5.739722374846657e-06,1.4615825938375002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10588235294117648,0.10588235294117648,0.0,0.0,1.0,0.01,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,3.5481920135415704e-05,0.0008186811302281784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,3.809088485125509e-05,0.0014590491840081818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.00784313725490196,0.0,0.0,0.12941176470588234,0.0,0.03,0.05,1
0.0,0.5,0.7846153846153847,0.9,0.0002584179551038916,6.489426716638501e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,1.0,0.050980392156862744,0.15,0.08,0.02,1
0.0,0.5,0.3384615384615385,0.9,4.069984956709448e-05,5.534526088664667e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025490196078431372,0.027450980392156862,0.0,0.13,1.0,0.0,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,3.026399070373692e-05,0.0015888377183409517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.00784313725490196,0.0,0.0,0.11764705882352941,0.0,0.03,0.04,1
0.0,0.5,0.3384615384615385,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.07,0.26,1
0.0,0.5,0.3384615384615385,0.9,4.030850485971857e-05,0.00010406468068123001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.18823529411764706,0.0,0.02,0.01,1
0.0,0.5,0.3384615384615385,0.9,4.409150369768569e-05,0.00012647561378673834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.00784313725490196,0.0,0.0,0.07450980392156863,0.0,0.05,0.03,1
0.0,0.5,0.3384615384615385,0.9,3.913447073759085e-05,0.00028705482142968503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025490196078431372,0.054901960784313725,0.0,0.1,0.26666666666666666,0.0,0.01,0.05,1
0.0,0.5,0.2923076923076923,0.9,0.00015836415825145096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,1.0,0.02,0.27,0.0,1
0.0,0.5,0.2923076923076923,0.9,0.0006938541661774857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.00784313725490196,0.0,0.0,0.5215686274509804,0.04,0.17,0.06,1
0.0,0.5,0.3384615384615385,0.9,2.882906011002526e-05,0.001222467681485685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.0,0.0,0.0392156862745098,0.0,0.1,0.03,1
0.0,0.5,0.3384615384615385,0.9,3.8612677794422966e-05,0.0002447663650479867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.047058823529411764,0.0,0.2,0.2588235294117647,0.0,0.02,0.02,1
7.593591009188245e-05,0.5,0.3384615384615385,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615686274509804,0.02,0.01,0.0,1
0.0,0.5,0.3384615384615385,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32156862745098036,0.0,0.01,0.09,1
0.0,0.5,0.8461538461538463,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21372549019607845,0.0,0.06,0.0,1.0,0.07,0.0,0.0,0
0.0,0.5,0.3384615384615385,0.9,4.422195193347766e-05,0.0010367492532287333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.0,0.0,0.3333333333333333,0.0,0.01,0.04,1
0.2869871162072544,0.5,0.8769230769230769,0.9,2.034992478354724e-05,0.011154408600809443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,2.77854742236895e-05,0.004451201070112312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054901960784313725,0.054901960784313725,0.0,0.0,0.996078431372549,0.0,0.0,0.01,1
0.0,1.0,0.16923076923076924,0.9,5.870170610638627e-06,1.4615825938375002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44901960784313727,0.4470588235294118,0.01,0.0,1.0,0.01,0.0,0.0,1
0.0,1.0,0.16923076923076924,0.9,5.870170610638627e-06,2.5139220614005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14313725490196078,0.3,0.0,0.01,1.0,0.0,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,2.9742197760569043e-05,0.00021670397924630668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.023529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,4.422195193347766e-05,0.00025665390347786503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.029411764705882353,0.0,0.19,0.08627450980392157,0.0,0.05,0.05,1
0.0,0.5,0.3384615384615385,0.9,2.9872645996361013e-05,0.00013543998702894168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.0,0.0,0.5490196078431373,0.0,0.01,0.01,1
0.0,0.5,0.3384615384615385,0.9,2.556785421522602e-05,0.0018098290065291817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.00784313725490196,0.0,0.0,0.8627450980392157,0.0,0.0,0.01,1
0.0032652441339509454,0.5,0.8769230769230769,0.9,2.6611440101561775e-05,0.0058591923021757706,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,1.0,1.0,1
0.0,1.0,0.16923076923076924,0.9,1.748006359612391e-05,8.769495563025e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4980392156862745,0.49607843137254903,0.01,0.0,0.5647058823529412,0.01,0.26,0.0,1
0.0,0.5,0.3384615384615385,0.9,4.083029780288645e-05,0.004955544503825839,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013725490196078431,0.013725490196078431,0.0,0.0,0.1411764705882353,0.0,0.03,0.05,1
5.062394006125497e-05,0.5,0.7846153846153847,0.9,0.00016606060416317716,7.152010825844834e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10588235294117647,0.07,0.04,0.01,1
0.0,0.5,0.3384615384615385,0.9,4.565688252718932e-05,0.00034473861446647166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.054901960784313725,0.0,0.1,1.0,0.0,0.0,0.0,1
0.0,0.5,0.3384615384615385,0.9,5.0483467251492195e-05,0.00031199916436451167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.0,0.0,0.26666666666666666,0.0,0.01,0.02,1
0.0,0.5,0.3384615384615385,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.07,0.05,1
0.0,0.5,0.7076923076923077,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27647058823529413,0.021568627450980392,0.06,0.0,0.2627450980392157,0.09,0.01,0.0,0
0.0,0.5,0.3384615384615385,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27058823529411763,0.0,0.01,0.0,1
0.0,1.0,0.16923076923076924,0.9,5.870170610638627e-06,8.769495563025e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2450980392156863,0.4019607843137255,0.0,0.01,1.0,0.0,0.01,0.0,1
